id	text	label
469610243585236992	Wenn ich nicht wüsste , dass ich gleich auch die Wyatts sehe , würde ich glatt ausschalten ... #RAWtele5	neutral
499282129985867776	#DLFMeinung Ebola - Die Entscheidung der WHO ist richtig TURLURL	neutral
471761535648690176	RT TUSERUSER : Amarillo Slim 1972 Main Event gewinnt , wird erster " Botschafter " von The Game TURLURL	neutral
450197561828446208	wo sind denn die langsamsten beim halbmarathon geradE ?	neutral
467261345264857088	RT TUSERUSER : " Immer wieder werde ich gefragt : Wie viel bist du deutsch , wie viel italienisch oder englisch ? " #EURecherche http :/ /t . co/TURLURL	neutral
454654391497527296	RT TUSERUSER : TEMELIN Ausbau - auf Eis gelegt Ausbau voerst gestoppt !!!! Europäische Energiewende TURLURL	neutral
479284925842329602	Unsere Experten im #Interview wissen alles über den #Polosport : TURLURL	neutral
463972490838962176	Thailand : Deutscher Pass gefällig ? Das macht 2700 Euro : In Thailand blüht der Handel mit gestohlenen Pässen un ... TURLURL	neutral
459014736634707968	RT TUSERUSER : " Nie hätte ich gedacht , dass wir uns so skrupellos bedienen " #Sandabbau -Diskussion auf #ARTEfuture TURLURL	neutral
449867558171475968	Ich habe 35 Rollen gesammelt ! Kannst du es besser ? Finde es heraus ! TURLURL #android , #androidgames , #gameinsight	neutral
458952844260155392	Ich sammelte 1061369 $ ein ! Kannst du das besser ? TURLURL #Androidgames #Android #Gameinsight	neutral
465938969273049088	AFD Fassade bröckelt mal wieder #hartaberfair	neutral
456298151838625792	Afrika Das Thema " Afrika " im Pressenetz24 Das Portal zur Verbreitung Ihrer Unternehmernews , Pressemi TURLURL	neutral
464296322011762691	TUSERUSER Es wäre doch wohl sinnvoll , wenn der Westen dort eingreifen würde .	neutral
487721717989933056	RT TUSERUSER : Darauf hat die Welt gewartet : Pombären , getrennt nach Geschlecht . #unsinndeluxe #rosablau TURLURL	neutral
474867006735278082	RT TUSERUSER : Nach Infos der TUSERUSER ist Ex- #BVB -Spekulant Florian #Homm wieder auf freiem Fuß : TURLURL	neutral
449208058385039360	Der ist innerhalb deutschlands jetzt für 2 , 90 inkl versand weggegangen .... das deprimiert mich schon ein wenig sehr	neutral
455896320713433088	RT TUSERUSER : New Post : MP3 : VJ Adams ft . Nonso , Yvonne Vixen , Tiwizi – Champion : - TUSERUSER ... TURLURL	neutral
477169268594061312	TUSERUSER Ah oki , grad schon wie eine Irre alles durchsucht um den Tweet zu finden xD	neutral
476606040646385664	The Witcher 3 : Ein Hexer und drei denkwürdige Damen #E32014 TURLURL	neutral
469420254171774976	TUSERUSER War ziemlich gut gegen die Maschienensoldaten . Normal Regime soldaten gingen mit den ding mit 3 schuss tod . Also ja	neutral
462221335054540800	TUSERUSER TUSERUSER Ohne +gute Bildungs- u . #Beratung sprogramme ( Arbeit ) ist die #Zuwanderung kein Erfolg & gt ; 1994-2014 #BA #BAMF #Integration	neutral
450390029483786240	RT TUSERUSER : Türkei : Erdogans AKP steht vor Sieg bei Kommunalwahl TURLURL	neutral
472340848882233344	RT TUSERUSER : Verträge am #N ürburgring gekündigt : Nie wieder " Rock am Ring " TURLURL	neutral
449269433643831297	Ratet mal welche tolle Frau heute dort Filialleiterin geworden is !? :D TURLURL	positive
507893996598091776	Ein neuer Erfolg : Wirt ! Versuche doch auch dein Glück ! TURLURL #android , #androidgames , #gameinsight	neutral
470134376400187392	RT TUSERUSER : Die Realität wird doch völlig überbewertet	neutral
456114823005487104	TUSERUSER ich muss jetzt erst mal ein paar Minuten NSL-Stammtisch schauen um das zu verdauen	neutral
475036532105957376	Sie können Pekinger U-Bahn-Tickets zu kaufen , indem sie mit leeren Plastikflaschen zahlen	neutral
512685208798105600	Ich habe 13 Rollen gesammelt ! Kannst du es besser ? Finde es heraus ! TURLURL #android , #androidgames , #gameinsight	neutral
420868605874806784	Ich habe keine Idea für meine Prüfungen morgen	neutral
460321240155426817	Ich habe Gobulporträt in Tribez & amp ; Castlez für #Android gefunden . TURLURL #androidgames , #gameinsight	neutral
421384396240080896	Wasn jetzt Bikini Bridge wieder für ' n kack ? Jetzt war ich kurz vor meinen Tight Gap und dann so ' n kack	negative
419900384380215297	Ich sammelte 134510 $ ein ! Kannst du das besser ? TURLURL #Androidgames #Gameinsight #Android	neutral
457951395459895297	Weil " I just can ' t get enough " findet jetzt bei mir eine ganz exklusive Depeche Mode Party statt . Nach der DeMo-Party ist vor der DeMo-Party	neutral
459693776454557696	Ich habe gerade einen YT-Link zu einem Helene Fischer Video geschickt bekommen . Es ist an der Zeit mein Leben zu resetten .	neutral
459465249804935168	Zombie Apocalypse T Shirts And Einstein TeeShirt TURLURL	neutral
454712105120583680	Nahrungsmittel , die helfen die Stoffwechselrate zu steigern . Die Fettverbrennung des Körpers erhöhen . TURLURL	neutral
476816405984456704	Mit dem Tablet kann man richtig schön arbeiten . :)	neutral
458256409432694785	Behaupte , das Spiel hat unser Torwart verloren . Beim 1 : 0 war der Pfosten nicht dicht , beim 2 : 1 keine Ahnung , wo der Puck ist . #KEC #delpo14	neutral
418384600172621824	RT TUSERUSER : Gute Vorsätze und so . Wir starten einen neuen Fitness-Kanal : TURLURL TUSERUSER	neutral
513400190834081792	RT TUSERUSER : Andere Leute machen Liebe , wir machen Pizza .	neutral
418131403084419072	90s Revival mit Mr. President , Blümchen , Nana und DJ Bobo . Wo endet dieses Jahr noch ….?	neutral
453637893521547264	TUSERUSER ich bekomm ne neue farbe und dann schmeiß ich einiges raus und so ..	neutral
468718274482810880	Vielen Dank an alle , die sich für #Review2014 -Außenpolitik Weiter Denken engagieren . Jetzt online weiter diskutieren TURLURL	positive
513053644854673408	TUSERUSER Hatte doch gar keine Zeit ... musste zu meinem Termin . 😆	neutral
450308404695662593	Heftiges PVP-Gefecht in Immortalis bis 19 Uhr ! Wir brauchen jeden fähigen Kämpfer ! #Immortalis TURLURL	neutral
460144253105364992	marianne fand das gedusche von richard schön TURLURL #DSDS	neutral
450213288652337152	Vermarktung im #Fu ßball - Wie die Premier League den Kampf um die Macht im Wohnzimmer bestimmt . TURLURL	neutral
473142879343218688	Heftiges PVP-Gefecht in Immortalis bis 19 Uhr ! Wir brauchen jeden fähigen Kämpfer ! #Immortalis TURLURL	neutral
468267177083428864	Heute startet der 11 . Vernatsch Cup TUSERUSER ²³{[]}@€ ~	neutral
420226252424089600	RT TUSERUSER : " Merkel auf Eis " ? Für solche Artikel habe ich mir aber nicht Internet geholt .	negative
471636482487492608	TUSERUSER Weißt du , dass das definitiv die Gleichen sind ( Typenschild ) oder sehen die nur gleich ( blau ) aus ? TUSERUSER TUSERUSER	neutral
462301782082068482	TUSERUSER guter Nagellack Korrekturstift ! Kaufe ihn immer wieder ! TURLURL	positive
513352677741592576	Gewitter im Auto zu beobachten ist immer noch am besten .	neutral
454216657175859200	Mathe lief übrigens nicht so toll ... Naja , egal^^	positive
458616522148032513	Grand Casino will sich weiterhin vor der Zürcher Konkurrenz behaupten TURLURL	neutral
449476867146678272	Fliesenleger ( m/w ) in Hamburg in #22525 Hamburg TURLURL #jobs	neutral
459092552357265408	RT TUSERUSER : Wenn du gehst , bitte nehm auch den ganzen Müll mit , den du hinterlassen hast .	negative
465050955416088576	Spiegelei gewendet , multivitaminsaft und Espresso machiato .... Very good sunny morning ! — at Stadtbäckerei Junge TURLURL	positive
472006671305547776	RT TUSERUSER : Der deutsche TUSERUSER hat um 5 . 52 Uhr MESZ die ISS betreten : TURLURL TURLURL	neutral
468351113511841793	TUSERUSER Ich bin halt nur nicht damit im Einklang dass es eine 1a Unterstützung war , weil es mMn nicht so war . Das ist alles . ;-)	neutral
470645662053568512	TUSERUSER liefert den geilsten Ticker zu #TempelhoferFeld	neutral
420890009407729664	VoLTE-Handover im Zusammenspiel mit 3G/2G im Live-Netz von O₂ TURLURL	neutral
471283246597414915	Es gibt diese Menschen auf Ask , die feiert echt jeder , aber ich denke mir bei den meisten davon nur : " Das ist doch mega der Vollpfosten ? "	neutral
512643282539540480	TUSERUSER TUSERUSER TUSERUSER Ein Glas Katzenpisse bleibt ein Glas Katzenpisse , auch wenns in einem goldenen Kelch serviert wird . ;)	neutral
468256628417236992	Früher war ja per se alles besser . Alles ! Sogar dieser Tweet .	neutral
455385299322163200	Kloppo gut gelaunt beim 3 :3 unserer Amas :) ______ Quelle : Florian Groeger TURLURL	neutral
464477577290084352	Nächste Woche isses wieder soweit ! Open Mic am Weidengraben , diesmal mit brandneuem Flyer ... check it out .... TURLURL	neutral
453660288496447488	RT TUSERUSER : Deutscher #Bankentag - #Weidmann ärgert sich über den Zustand der Banken TURLURL via TUSERUSER	neutral
418530080063635456	Google-Blogs : Neujahrsbaby in Duisburg | Europäische Werte TURLURL	neutral
422097058825125888	Griechenland : Schäuble stellt weitere Hilfsgelder in Aussicht .... TURLURL via TUSERUSER Wirtschafts Nachrichten	neutral
454320042558390272	TUSERUSER sie sollten wissen , dass ich von allen solchen pulvern genauso viel ( oder eher wenig ) halte .	neutral
464131580794261504	Ich gucke dieses Video unheimlich gerne . TURLURL	positive
457144583332184064	Geistige Wende ab Ostern 2014 ? Nicht nur auf dem Gabentisch ? TURLURL	neutral
454189406753406976	TUSERUSER ^^ fies , wenn man sich was mit pwgen gebaut hata so , dass man das passwort nie aufm screen sieht und alles ueber clipboard macht	positive
453487074772254720	TUSERUSER Vermutlich . Und vermutlich ham die mit den Violinen " Smoke on the Water " als Luftgitarre jespielt . ;)	positive
418417127465701377	Ich sammelte 94721$ ein ! Kannst du das besser ? TURLURL #ipad #ipadgames #gameinsight	neutral
474452315882016768	Weiterbildung : Räte bei Weiterbildungsgesetz uneins : Beim neuen Weiterbildungsgesetz sind sich die Räte noch n ... TURLURL	neutral
465303821645000704	Aktuelles Webcam-Bild aus #Aachen von May 11 , 2014 at 03 : 34AM Uhr . TURLURL TURLURL	neutral
456022918653566976	TUSERUSER TUSERUSER TUSERUSER Für sie ist es eine Bestätigung . Kernaussage : 2/3 deutscher Bürger unterstützen Russland (	neutral
469448653833523200	RT TUSERUSER : Viele Frauen erreichen den Höchststand ihrer erotischen Ausstrahlung erst ab ungefähr 40 Jahre . Ein 20-jähriger Hengst erken …	neutral
464135800230535169	TUSERUSER fehlt nur noch was wie , jeder der die Seite liket bekommt einen flauschigen Cock wie Lavendel	neutral
420133902033104896	Frau am Steuer : Der Geschlechterkampf ums Auto entbrennt neu , denn eine der letzten Männerbastionen droht zu fallen . TURLURL	neutral
513027141014147072	RT TUSERUSER : Manchmal wünsche ich mir ernsthaft Youtube-Partnerkräfte , um gewissen Menschen mehr Gehirnmasse & amp ; IQ-Werte zu zaubern .	neutral
469387547009769472	Heute finden in Weissrussland die WM-Viertelfinalpaarungen statt . Doch auch einige Klassen tiefer wird auf ... TURLURL	neutral
457254918718750721	Nur eine Sache gilt es heute noch herauszufinden ... #malzigesmitbringsel TURLURL	neutral
450698084914573312	RT TUSERUSER : Guardiola : " Wenn wir so spielen wie gegen Hoffenheim , werden wir eliminiert werden . "	neutral
464217229102284800	+++ Ukraine im News-Ticker +++ - Nato widerspricht : Keine Hinweise auf russischen Truppenrückzug TURLURL	neutral
470948064724004864	RT TUSERUSER : Zu den derzeitigen Ergebnissen der #Europawahl erklärt TUSERUSER : TURLURL TURLURL	neutral
468657956226334721	RT TUSERUSER : Unglaublich . Dieses Salz ist angeblich 280 Millionen Jahre alt , aber nur noch 5 Jahre haltbar . Das war aber knapp . http : /TURLURL	neutral
469516526060843009	TUSERUSER lasst uns das gemeinsam machen , ich gebe dann den gelehrsamen Assistenten und Kameramann , Great first Backshowmeeting ever ;)	neutral
450671740457213952	RT TUSERUSER : " 96 " - Videoauskopplung aus dem Re-Release " Fragmente " , welches Hiob Ende 2006 damals noch als V-Mann veröffe … http :/ /t . coTURLURL	neutral
459282931794866176	Augen wie ein Adler . Mit EyeVital sorgen Sie für klare Verhältnisse . TURLURL	neutral
420681883870298112	Woher auch immer die TUSERUSER das weiß o.O okee icb hab einiges von ihr gerebloggt :D man sieht das geschrieben dämlich aus ...	positive
457252670546649088	TUSERUSER gleichzeitig empfehle ich noch die #knallerfrauen #knallerfrauen #rtl um 22 . 30	neutral
458800939143806976	Wir haben heute eine neue #Tiefsttemperatur in #Goeppingen : 4 . 7°C #gp #temperatur #wetter TURLURL	neutral
462223679951495168	Privates Carsharing : Modell-Check Welche Autos sind zu haben ? TURLURL	neutral
467767539008036864	RT TUSERUSER : Philipp Lahm freut sich . Er schläft heute im DFB-Pokal . #bvbfcb	neutral
495110487827574784	TUSERUSER Hahaha ! So hab ich das noch gar nicht gesehen :)	neutral
420532458032201728	RT TUSERUSER : Bei Massenpanik in Moschee in China sind mindestens 14 Menschen gestorben , darunter mehrere Kinder TURLURL	neutral
470383086040285185	Ich habe ein neues Foto auf Facebook gepostet TURLURL	neutral
420414857683292160	#4 : Acht Lieder aus Letzte Blätter , Op . 10 - 1 . Zueignung : Acht Lieder aus Letzte Blätter , Op . 10 - 1 . Zueignung ... TURLURL	neutral
470143832697606144	RT TUSERUSER : #EP2014 Zehn Gründe , warum sie zur Europawahl gehen sollten - ein Plädoyer von TUSERUSER TURLURL	neutral
454606563840622592	Der Junggeselle ist ein Mann , dem ›zum Glück‹ die Frau fehlt .	neutral
468272145022595074	RT TUSERUSER : Havarie der #Sewol in #S üdkorea : Präsidentin Park will nach Fährunglück Küstenwache auflösen . TURLURL	neutral
458997685568430080	RT TUSERUSER : pech über pech ...... glück is für mich ein fremdwort .... und übrigens Fallout 3 part 22 is gleich hochgeladen .. mit & gt ; Besch …	neutral
453191263072681986	Abendschau kompakt : Erneute Suche nach Lotti TURLURL #BR	neutral
454003641188638721	RT TUSERUSER : Schuften , bis der Arzt kommt : die fragwürdige Arbeitskultur in #Deutschland - TURLURL	neutral
460551117361803264	RT TUSERUSER : Der Steuerzahlerbund drängt die Regierung zum Handeln bei der so genannten kalten Progression TURLURL ( re …	neutral
467415834051485696	TUSERUSER dass ich mich als Netzoptimistin bezeichne ^^	positive
502726093980573696	In diesem Memberbereich können Sie sich Movies von schamlosen , geilen Amateuren herunterladen . -- &gt ; TURLURL	neutral
462308920825229315	RT TUSERUSER : JEEEEY 💋 In 30 Minuten lose ich den #bibinator er Woche aus 🙊 Freue mich schon sehr 💕	positive
450578041119703040	RT TUSERUSER : Streit um #Derby -Karten : Anreiseregelung für #h96 -Fans nach Braunschweig bleibt bestehen . TURLURL TUSERUSER #H96B …	neutral
452882398737608704	Social Media Hier finden Sie eine Übersicht der besten digitalen Produkte im Internet TURLURL	neutral
450197956076253184	Ich kann den Rosberg einfach nicht ab ... #Formel1	neutral
459349705110335488	TUSERUSER super , der Paule is echt cool und ein Superbayer	positive
509342096818712576	TUSERUSER wie viel Zeit braucht ein Video von dir in der Produktion ?	neutral
453933734593851392	Legte meinem Papa gerade nahe seinen Job hinzuschmeißen und lieber Dozent für VWL/BWL zu werden .	neutral
419908575843348480	vom Abnehmen habe ich da noch gar nicht gesprochen , denn als #Abnehml ösung ist #Crossfit auch geeignet . TURLURL	neutral
512516853600894976	Sie haben eine Webseite und möchten diese gern weiter verbreiten ? TURLURL	neutral
477153414095196161	Schöööööööön ! :-) - schaut Police Academy hier : Auf Saschis Wohnungsanbau Ohne Dach Aber Mit Direkter ... TURLURL	neutral
467725952492257280	TUSERUSER Heute ist ein Fußballfinale ? Wusst ich garnicht^^	neutral
470465978066018304	Meine Verteidigung ist auf Level 7 ! Sind deine Bürger auch sicher ? TURLURL #android , #androidgames , #gameinsight	neutral
511612330980167681	TUSERUSER TUSERUSER Na was treiben Animexxler jetzt wieder ?	neutral
512942520951910400	RT TUSERUSER : Nachdem die EU die Bürgerinitiative gegen #CETA und #TTIP nicht zugelassen hat : Wir ziehen vor den EuGH ! http :/ /t . co/wZTNTURLURL	neutral
455733904683843584	Ihr wollt immer auf dem aktuellsten Stand in Sachen HipHop sein ? Folgt dem TUSERUSER , easy ! #iluvrap	positive
473451458495791104	Ich habe im Spiel The Tribez für #Android die Mission Auf dem W ... abgeschlossen . TURLURL #androidgames , #gameinsight	neutral
456109370401902593	TUSERUSER Yoar . Derlei Ignoranz seh / merk ich bei ihm leider täglich	negative
459425592677781504	#Donezk 24 . 04 23 : 00 Temperatur 7C gering bewölkt / klar Wind O 14 km/h .. TURLURL	neutral
466954154418921473	TUSERUSER Das Makoto ist sehr zu empfehlen : TURLURL Falls du da zufäälig in der Nähe sein solltest :D	neutral
420720777659703296	Arztauskunft Kärnten Die besten Ärzte und Mediziner aus Kärnten TURLURL	neutral
420436976752287744	Neue Herrin über das Geld : Janet #Yellen klettert an Spitze der US-Notenbank #Fed . TURLURL	neutral
449512283849633792	RT TUSERUSER : #Berlin ist die Hauptstadt der Seelenleiden : Nirgendwo gibt es mehr Arbeitsausfälle wegen psychischer Erkrankungen . http :/ /t . TURLURL	neutral
472217229983903745	Die aktuellen Ferien- Urlaub- Gastgeber- Infos ! Fordern Sie jetzt TOP Angebote von Urlaubs Unterkünf TURLURL	neutral
449632916243742720	TUSERUSER uiii wie cool ! oo wer spielt denn heute ?	positive
473522656789397504	Die derzeitige Tuner-Story nervt mich ein wenig . Dafür könnte die David-Story noch ganz spannend werden #GZSZ	neutral
478285083443347456	Arschfickhure , deine Aufgabe ! : Jetzt wirst du benutzt , du kleine dreckige Arschfickhure ! Du willst deinen Arsch ... TURLURL	neutral
454487714050891776	Als Boss habe ich das Privileg nicht lange diskutieren zu müssen & gt ;:)	neutral
456819495433015297	Lagerhaus wurde verbessert ! Kannst du das auch ? Finde es heraus ! TURLURL #android , #androidgames , #gameinsight	neutral
468795109941985281	Ein Tag so zielgerichtet wie ein WhatsApp-Gruppenchat .	neutral
469372309095342080	RT TUSERUSER : #AanisahCLong erscheint auf der Trend-Liste in Deutschland TURLURL	neutral
469190678942347265	Ich habe 67 Rollen gesammelt ! Kannst du es besser ? Finde es heraus ! TURLURL #android , #androidgames , #gameinsight	neutral
460658084705480704	Langeweile = ein Resetting für Gehirn und Emotionen : Toller Blog von TUSERUSER : TURLURL "	positive
449891797062672384	RT TUSERUSER : TUSERUSER Genau so würd ichs auch ausdrücken .	positive
454196100887740416	POL-RE : Herten : Quadfahrer stürzte und verletzte sich leicht TURLURL	neutral
463344448341282817	TUSERUSER Oder ganze Flügel auf den Rücken ! & gt ; _&gt ;	neutral
467622432883236865	Schön gemacht ! Nivea rührt mit Vatertagsspot TURLURL via TUSERUSER	positive
474163366089330688	Die WM kann anfangen ! Public Viewing in Zürich : Auch Europaallee in WM-Laune : TURLURL	neutral
419782482490585088	RT TUSERUSER : Mein Hund ist als Tibet Terrier eher dem Buddhismus angehörig , so wie sie gerade die Sternensinger aufgebellt hat .	neutral
510465075589955584	Wer oder was ist #CasaPound ? Informationen zu den italienischen #Neofaschisten gibt es hier : TURLURL	neutral
474457206423711744	Verweile doch du bist so schön ― ―	neutral
512506644677541888	Allen neuen Follower und treuen Herzen einen wunderbaren Donnerstag . Don ' t call it Schnitzel without love panade . TUSERUSER	neutral
462603805545480192	Wahrscheinlich habe ich den Hang , mich intensiv mit Geld zu beschäftigen , zweifach in die Wiege gele TURLURL	neutral
476744758497656834	RT TUSERUSER : Keine Urheberrechtsverletzung : EU-Gericht erklärt Streaming für legal & gt ; & gt ; & gt ; TURLURL	neutral
455873352700555264	Garten Das Thema " Garten " im Pressenetz24 Das Portal zur Verbreitung Ihrer Unternehmernews , Pressemi TURLURL	neutral
470830143582527488	RT TUSERUSER : Ein Restaurant erlässt Geld , wenn sich Kinder benehmen . Doch die sind wenig begeistert . #Kolumne von TUSERUSER http :/ /t . co/XTURLURL	neutral
470614229918445569	TUSERUSER das Problem waren nicht unbedingt die Themen , sondern die Art , wie sie präsentiert wurden	neutral
449694488609300480	JBO Waldbrunn sucht neuen Kassier : Waldbrunn . In Waldkatzenbach fand am Freitag die turnusmäßige Mitgliederver ... TURLURL	neutral
421274622894407680	#BILD Ex-Profi im " Guardian " - Hitzlsperger wollte sich schon Wolfsburg outen : Ex-Nationalspieler Tho ... TURLURL	neutral
454334106068090880	Der neue Ava von TUSERUSER erinnert an dieses Simpsonbaby mit den zusammengewachsenen Brauen ❤	positive
453872162185936896	Ich feier den Teil ab 15 : 18 hier immer noch xD TURLURL	positive
